CountyName,RecType,"Region-2 County-3 District-4",Type,School,FacilityName,Administrator,Address,City,Zip,Telephone,GradeServed,StRep,StSen,FedCong,Cat,NCES ID
Saint Clair,Dist,500828010,60,6000,Belleville Area Special Services,Jeff Daugherty,2411 Pathways Xing,Belleville,62221 5885,618355-4700,,114,57,12,6,1743963
Saint Clair,Coop (Sch),500828010,60,6001,Pathways School,Diane Warfield,2401 Pathways Xing,Belleville,62221,618355-4410,,114,57,12,7,174396305592
Saint Clair,Coop (Sch),500828010,60,6002,PALS (Progression & Advancement of Life Skills),Ms. Diane Warfield,205 W B St,Belleville,62220 1331,618355-4700,,,,,7,
Sangamon,Dist,510840100,61,6100,Sangamon Area Spec Ed Dist,Mr. Mark Strawn,2500 Taylor Ave,Springfield,62703 4390,217786-3250,,96,48,13,6,1700116
Sangamon,Coop (Sch),510840100,61,6101,SASED Central-Proj Ican & Pace,Julie Hoylland,2500 Taylor Ave,Springfield,62703 4390,217529-8849,,96,48,13,7,170011605397
Tazewell,Dist,530903090,61,6100,Tazewell-Mason Cntys Sp Ed Assoc,Ms. Kristina D Neville,300 Cedar St,Pekin,61554 7009,309347-5164,,91,46,17,6,1700091
Tazewell,Coop (Sch),530903090,61,6104,Schramm Education Center,Mr. Tim Kennedy,300 Cedar St,Pekin,61554 7009,309346-1186,,91,46,17,7,170009104616
Woodford,Dist,531020690,61,6100,Woodford County Spec Educ Assn,Mr. Eric Scroggs,205 S Englewood Dr,Metamora,61548 8781,309367-4901,,73,37,18,6,1743070
Woodford,Coop (Sch),531020690,61,6101,WCSEA Black Partridge Pub Day Prog,Andrea Hartnett,110 Fandel Rd,Germantown Hills,61548 9354,309367-4901,K-12,73,37,18,7,(Pending)
Vermilion,Dist,540928010,60,6000,Vermilion Assoc for Spec Educ,Ms. Kristin Dunker,15009 Catlin Tilton Rd,Danville,61834 5176,217443-8273,,104,52,15,6,1740220
Vermilion,Coop (Sch),540928010,60,6001,Middle Fork School,Lindsey Nixon,15009 Catlin Tilton Rd,Danville,61834 5176,217443-8273,,104,52,15,7,174022002205
Will,Dist,560990880,61,6100,Lockport Area Spec Educ Coop,Thomas Brim,1343 E 7th St,Lockport,60441 3823,815838-8080,,85,43,3,6,1723340
Will,Dist,56099255U,61,6100,S Will Co Coop for Spec Ed,William Roseland,1207 N Larkin Ave,Joliet,60435 3436,815741-7777,K-8,98,49,11,6,1701389
Will,Coop (Sch),56099255U,61,6102,Joseph E Fisher School,Deborah Plott,1205 N Larkin Ave,Joliet,60435 3436,815741-7777,K-8,98,49,11,7,170138905964
Will,Coop (Sch),56099255U,61,6103,SOWIC Educ Center,Tina Pitkin,209 Wildcat Ct,Wilmington,60481 4500,815926-1722,,80,40,16,7,170138905962
Will,Dist,560998430,60,6000,Lincoln-Way Area Spec Ed JA Dist,Ms. Sarah Rexroad,601 Willow St,Frankfort,60423 1140,815806-4600,P-2,37,19,1,6,1700097
Will,Coop (Sch),560998430,60,6002,Martin P McKay Education Center,Ms. Marie Goulet,516 S Cedar Rd,New Lenox,60451 1754,815463-8068,,37,19,11,7,170009704503
Will,Coop (Sch),560998430,60,6003,Pioneer Grove Educational Center,Ms. Sue Kaczmarczyk,601 Willow St,Frankfort,60423 1140,815806-4685,P-2,37,19,1,7,170009705864
