CountyName,RecType,"Region-2 County-3 District-4",Type,School,FacilityName,Administrator,Address,City,Zip,Telephone,GradeServed,StRep,StSen,FedCong,Cat
Cook,Non Pub Sch,07016552X,10,0,Incarnation School,Cynthia Ann Zabilka,5705 W 127th St,Palos Heights,60463 2402,708385-6250,P-8,27,14,1,3
Cook,Non Pub Sch,07016555X,25,0,Promise Christian Academy,Dr. Margaret L White,PO Box 705,Matteson,60443 0705,708743-8323,P-8,28,14,2,3
Cook,Non Pub Sch,07016559X,10,0,St Bernadette School,Arlene A Baumann,9311 S Francisco Ave,Evergreen Park,60805 2536,708422-6429,P-8,36,18,1,3
Cook,Non Pub Sch,07016560X,10,0,Most Holy Redeemer School,Mrs. Nancy A Harmening,9536 S Millard Ave,Evergreen Park,60805 2129,708422-8280,P-8,36,18,1,3
Cook,Non Pub Sch,07016564X,1,0,Nurturing Dev & Learning Acad,Dr. Medina Bailey,525 Wentworth Ave,Calumet City,60409 2729,708868-5343,"P,K",33,17,2,3
Cook,Non Pub Sch,07016566X,1,0,Epitome of Excellence,Dr. Samuel Hinkle III,20401 Western Ave,Olympia Fields,60461 1530,708679-3960,P-1,80,40,2,3
Cook,Non Pub Sch,07016577X,10,0,Cardinal J Bernardin Catholic Sch,Mary Iannucilli,9250 W 167th St,Orland Hills,60487 5933,708403-6525,P-8,35,18,3,3
Cook,Non Pub Sch,07016582X,10,0,Our Lady of the Snows School,Ms. Joyce Willenborg,4810 S Leamington Ave,Chicago,60638 2150,773735-4810,P-8,1,1,3,3
Cook,Non Pub Sch,07016583X,16,0,Laren Montessori,Mrs. Kelly Martinez,425 E 164th St,South Holland,60473 2216,708339-4274,P-3,29,15,2,3
Cook,Non Pub Sch,07016589Z,27,0,Homewood Community Academy,Mrs. Lannaea Alexander,20820 Western Ave,Olympia Fields,60461 1927,708535-1524,P-8,80,40,2,3
Cook,Non Pub Sch,07016593X,1,0,Mary Sears Childrens Academy,John F Sears,16807 108th Ave,Orland Park,60467 5465,708460-4414,P-2,37,19,3,3
Cook,Non Pub Sch,07016609X,10,0,St Rene Goupil,Mr. Robert Gawlik,6340 S New England Ave,Chicago,60638 4836,773586-4414,P-8,22,11,3,3
Cook,Non Pub Sch,07016629Z,20,0,Southside Baptist School,Robert J Burckart,5220 W 105th St,Oak Lawn,60453 4789,708425-3435,P-12,36,18,3,3
Cook,Non Pub Sch,07016641X,10,0,St Agnes School,Matthew Lungaro,1501 Chicago Rd,Chicago Heights,60411 3424,708756-2333,P-8,80,40,2,3
Cook,Non Pub Sch,07016654X,10,0,St Gerald School,Mr. Al Theis,9320 S 55th Ct,Oak Lawn,60453 1694,708422-0121,P-8,36,18,3,3
Cook,Non Pub Sch,07016659X,1,0,First Step Preschool,Ms. Marilyn A Seaton,PO Box 471,South Holland,60473 0471,708331-9393,"P,K",29,15,2,3
Cook,Non Pub Sch,07016683X,17,0,Koraes Elementary School,Beth Lind,11025 S Roberts Rd,Palos Hills,60465 2317,708974-3402,P-8,36,18,3,3
Cook,Non Pub Sch,07016703X,1,0,Lupees Day Care & Learning Ctr,Irene Fisher,14209 S Halsted St,Riverdale,60827 2329,708841-7576,P-1,30,15,2,3
Cook,Non Pub Sch,07016724X,14,0,Apostolic Kingdom,Chanan Dozier,16511 S Park Ave,South Holland,60473 2257,708331-8206,P-7,29,15,2,3
Cook,Non Pub Sch,07016729Z,23,0,Aqsa School,Tammie Ismail,7361 W 92nd St,Bridgeview,60455 2133,708598-2700,P-12,32,16,3,3
Cook,Non Pub Sch,07016732X,3,0,Southwest Christian School,Terry Huizenga,17171 84th Ave,Tinley Park,60477 2266,708429-7171,K-8,37,19,3,3
Cook,Non Pub Sch,07016739X,10,0,St Christopher School,Carol Pretkelis,14611 Keeler Ave,Midlothian,60445 2726,708385-8776,P-8,30,15,1,3
Cook,Non Pub Sch,07016751Z,2,0,New Covenant Christian Academy,Rev. Richard D McCreary,15213 5th Ave,Phoenix,60426 2615,708331-3661,P-12,30,15,2,3
Cook,Non Pub Sch,07016755X,14,0,Anointed Word International,Dr. Jacqueline Anderson,3434 W 159th St,Markham,60428 4046,708210-1767,P-2,30,15,1,3
Cook,Non Pub Sch,07016768X,1,0,Triple R Child Care Inc,Diane Kirkpatrick,5500 147th St,Oak Forest,60452 1002,708385-7474,K,28,14,1,3
Cook,Non Pub Sch,07016784X,6,0,Palos Lutheran School,Mrs. Kiara Potempa,12428 S 71st Ct,Palos Heights,60463 1570,708448-2260,"P,K",27,14,1,3
Cook,Non Pub Sch,07016790X,16,0,Montessori Elem School Southwest,Therese Colby,16427 135th St,Lemont,60439 4743,815834-0607,"P,K,U",82,41,3,3
Cook,Non Pub Sch,07016804X,1,0,South Subrbn Acadmy of Early Lrng,Dawn Soukup,14311 S 82nd Ave,Orland Park,60462 2901,708349-7732,"P,K",35,18,1,3
Cook,Non Pub Sch,07016814X,26,0,New Life C C Academy,Dr. Michael D Reynolds,14243 Dante Ave,Dolton,60419 1348,708849-2787,P-8,29,15,2,3
Cook,Non Pub Sch,07016829X,14,0,Landmark Christian Academy,Mr. Ken Darnell,6330 W 127th St,Palos Heights,60463 2300,708623-0332,K-8,27,14,1,3
Cook,Non Pub Sch,07016833Z,23,0,Universal School,Mrs. Hanen Abdallah,7350 W 93rd St,Bridgeview,60455 2138,708599-4100,P-12,32,16,3,3
Cook,Non Pub Sch,07016840X,16,0,Oak Lawn Montessori School,Donna Martin,4625 W 110th St,Oak Lawn,60453 5605,708499-1574,"P,K",36,18,3,3
Cook,Non Pub Sch,07016860S,19,0,Blue Cap School,Mrs. Jill D Pertchi,2155 Broadway St,Blue Island,60406 3050,708389-6578,P-12,28,14,1,3
Cook,Non Pub Sch,07016872S,19,0,Childrens Habilitation Center,Ms. Jane L Lurquin,121 W 154th St,Harvey,60426 3552,708596-2220,P-12,30,15,2,3
Cook,Non Pub Sch,07016875S,19,0,Beacon Therapeutic Adolescent Prg,Dr. Joan Gross,12440 S Ada St,Calumet Park,60827 5802,708388-3183,6-12,28,14,1,3
Cook,Non Pub Sch,07016878X,11,0,South Suburban SDA Christian Sch,Kathryn Kyle,119 Chestnut St,Park Forest,60466 2139,708481-8909,P-8,80,40,2,3
Cook,Non Pub Sch,07016880S,3,0,Elim Christian School,Michael Otte,13020 S Central Ave,Palos Heights,60463 2410,708389-0555,"1,3-4,6-12",27,14,1,3
Cook,Non Pub Sch,07016889X,16,0,Southwest Suburban Montessori Sch,Kathy Jo Williams,8800 W 119th St,Palos Park,60464 1081,708448-5332,"P,K",36,18,3,3
Cook,Non Pub Sch,07016903S,19,0,Lt Joseph P Kennedy Jr School,Ms. Cynthia A James,18350 Crossing Dr,Tinley Park,60487 6294,708342-5278,P-12,37,19,1,3
Cook,Non Pub Sch,07016911X,1,0,Peckwas Preparatory Academy,Kim Strzelczyk,5714 S Harlem Ave,Summit Argo,60501 1338,708594-6857,"K-5,7-8",21,11,3,3
Cook,Non Pub Sch,07016964X,1,0,Safe Care Academy,Tawaski Jones,2926 W 147th St,Posen,60469 1435,708597-5700,"P,K",30,15,1,3
Cook,Non Pub Sch,07016983X,10,0,Everest Academy of Lemont,Ms. Lori Broncato,11550 Bell Rd,Lemont,60439 8722,630243-1995,P-8,82,41,3,3
Cook,Non Pub Sch,07016991X,16,0,Mi Sol Montessori Pre-Sch,Maria Camarena,14249 Wolf Rd,Orland Park,60467 1977,708226-9850,P-6,35,18,3,3
Jo Daviess,Non Pub Sch,08043001X,10,0,St Marys School,Ms. Angela Jones,701 IL Route 35 N,East Dubuque,61025 9604,815747-3010,P-8,89,45,17,3
Jo Daviess,Non Pub Sch,08043004X,10,0,Nativity B V M,Dianne Makovec,15406 W Creek Valley Rd,East Dubuque,61025 9426,815747-3670,1-8,89,45,17,3
Jo Daviess,Non Pub Sch,08043008Z,26,0,Tri-State Christian School,Mr. Tad Nuce,11084 W US Highway 20,Galena,61036 9368,815777-3800,P-12,89,45,17,3
Stephenson,Non Pub Sch,08089001Z,10,0,Aquin Catholic Jr-Sr High School,Mrs. Rosemarie Brubaker,1419 S Galena Ave,Freeport,61032 6021,815235-3154,7-12,89,45,17,3
Stephenson,Non Pub Sch,08089002X,6,0,Immanuel Lutheran School,Mr. Dan Green,1964 W Pearl City Rd,Freeport,61032 9332,815232-3511,P-8,89,45,17,3
Stephenson,Non Pub Sch,08089004X,10,0,Aquin Elementary Campus,Mr. Jeremy Keesee,202 W Pleasant St,Freeport,61032 5526,815232-6416,P-6,89,45,17,3
Stephenson,Non Pub Sch,08089010X,26,0,Tri-County Christian School,Mrs. Wendy Schardt,2900 Loras Dr,Freeport,61032 6924,815233-1876,P-8,89,45,17,3
Champaign,Non Pub Sch,09010001X,10,0,Holy Cross School,Mrs. Christina Ellis,410 W White St,Champaign,61820 4808,217356-9521,P-8,103,52,13,3
Champaign,Non Pub Sch,09010002X,10,0,St Malachy,Mrs. Anastacia Gianessi,340 E Belle Ave,Rantoul,61866 1843,217892-2011,P-8,104,52,15,3
Champaign,Non Pub Sch,09010004X,10,0,St Thomas School,Mrs. Lisa Doughan,311 E Madison St,Philo,61864 9652,217684-2309,P-8,102,51,13,3
Champaign,Non Pub Sch,09010006X,10,0,St Matthews School,Petrece Klein,1307 Lincolnshire Dr,Champaign,61821 5505,217359-4114,K-8,103,52,13,3
Champaign,Non Pub Sch,09010007X,1,0,Campus Middle Sch for Girls,Ms. Tami Adams,108 S Webber St,Urbana,61802 3449,217344-8279,6-8,103,52,13,3
Champaign,Non Pub Sch,09010011Z,2,0,Calvary Baptist Christian Academy,Rev. Gary A Gritton,2106 E Windsor Ln,Urbana,61802 9572,217367-2262,"K-5,7-12",104,52,13,3
Champaign,Non Pub Sch,09010013Z,26,0,Judah Christian School,Michael Chitty,908 N Prospect Ave,Champaign,61820 2817,217359-1701,P-12,103,52,13,3
Champaign,Non Pub Sch,09010014X,6,0,St John Lutheran School,Ms. Faith Block,509 S Mattis Ave,Champaign,61821 3630,217359-1714,P-8,103,52,13,3
Champaign,Non Pub Sch,09010021S,19,0,Swann School,John A Lawrence,2418 W Springfield Ave,Champaign,61821 2812,217398-9270,U,103,52,13,3
Champaign,Non Pub Sch,09010024X,1,0,University Primary School,Dr. Ali Lewis,51 Gerty Dr,Champaign,61820 7453,217333-3996,P-1,103,52,13,3
Champaign,Non Pub Sch,09010027Z,15,0,The Academy,Jewel Wm Kelly,1625 Golfview Rd,Rantoul,61866 3548,217893-0845,"3-4,7,9,11,U",104,52,15,3
Champaign,Non Pub Sch,09010028X,16,0,Montessori Sch Champaign-Urbana,George Cook,1403 Regency Dr E,Savoy,61874 9500,217356-1818,P-6,104,52,13,3
Champaign,Non Pub Sch,09010029X,1,0,Countryside School,Mrs. Binky Bognar,4301 W Kirby Ave,Champaign,61822 6164,217355-1253,K-8,102,51,13,3
Champaign,Non Pub Sch,09010032Z,7,0,Kingswood,M W Jones,PO Box 834,Urbana,61803 0834,217344-5540,"1-3,5-10",103,52,13,3
Champaign,Non Pub Sch,09010034X,26,0,Canaan Academy,Bryant Tatum,207 N Central Ave,Urbana,61801 2605,217367-6590,P-5,103,52,13,3
Champaign,Non Pub Sch,09010035X,1,0,First School,E Jane Stubblefield,1403 E Oak St,Mahomet,61853 8530,217586-9990,"P,K",101,51,15,3
Champaign,Non Pub Sch,09010038X,1,0,Next Generation,Mrs. Chris Bronowski,2521 Galen Dr,Champaign,61821 7005,217356-6995,P-8,104,52,13,3
Champaign,Non Pub Sch,09010043Y,10,0,The High School of Saint Thomas More,Mr. Jason Schreder,3901 N Mattis Ave,Champaign,61822 1001,217352-7210,9-12,104,52,13,3
Champaign,Non Pub Sch,09010044S,1,0,Pavilion Foundation School,Ms. Mary Lanoue,810 W Church St,Champaign,61820 3321,217373-1889,1-12,103,52,13,3
Champaign,Non Pub Sch,09010148X,1,0,Chesterbrook Academy,Kristen Miller,2001 S Oak St,Champaign,61820 0911,217344-4863,,103,52,13,3
Ford,Non Pub Sch,09027003Z,14,0,Heritage Preparatory Academy,Tamara S Kendrick,PO Box 96,Roberts,60962 0096,217249-2282,1-9,106,53,16,3
Coles,Non Pub Sch,11015003X,10,0,St Mary School,Mrs. Nicole Durbin,2000 Richmond Ave,Mattoon,61938 2846,217235-0431,P-5,110,55,15,3
Coles,Non Pub Sch,11015022X,6,0,St Johns Lutheran Parochial Sch,Mr. Trent Duckett,100 Broadway Ave,Mattoon,61938 4512,217234-4911,P-8,110,55,15,3
Coles,Non Pub Sch,11015028S,19,0,Bright Minds Educational Program,Vivian Skelley,7704 Deerpath Rd,Charleston,61920 8735,217508-7171,"P,K",110,55,15,3
Edgar,Non Pub Sch,11023001X,10,0,St Mary School,Cheryl Zuiker,507 Connelly St,Paris,61944 1544,217463-3005,P-8,102,51,15,3
Moultrie,Non Pub Sch,11070001Z,2,0,Heritage Baptist Academy,Layne Lashley,717 Front St,Gays,61928 9770,217752-6672,P-11,102,51,15,3
Moultrie,Non Pub Sch,11070004Z,22,0,Arthur Christian School,Greg Mast,1710 State Highway 133,Arthur,61911 6016,217543-2397,K-12,110,55,15,3
Shelby,Non Pub Sch,11087002X,10,0,St Michael School,Mr. Nicholas B Niemerg,PO Box 8,Sigel,62462 0008,217844-2231,K-8,102,51,15,3
Shelby,Non Pub Sch,11087004X,6,0,Trinity Lutheran School,Mr. Kent F Rincker,PO Box 307,Stewardson,62463 0307,217682-3881,P-8,102,51,15,3
Shelby,Non Pub Sch,11087006Z,25,0,Mid-America Preparatory School,Mr. Rick Allen,PO Box 300,Herrick,62431 0300,618428-5620,K-12,102,51,15,3
Crawford,Non Pub Sch,12017002X,14,0,New Hebron Christian School,Susan Wassel,10755 E 700th Ave,Robinson,62454 5217,618544-7619,P-8,110,55,15,3
Crawford,Non Pub Sch,12017003Z,25,0,Westside Christian Academy,Barbara Dunlap,8635 E 1050th Ave,Robinson,62454 7402,618544-8924,"K-1,3-5,7-9,12",110,55,15,3
Jasper,Non Pub Sch,12040001X,10,0,St Thomas,Mrs. Jill Bierman,306 W Jourdan St,Newton,62448 1920,618783-3517,K-8,109,55,15,3
Richland,Non Pub Sch,12080001X,10,0,St Joseph Grade School,Carol M Potter,520 E Chestnut St,Olney,62450 2700,618395-3081,P-8,109,55,15,3
Clinton,Non Pub Sch,13014001Y,10,0,Mater Dei High School,Dennis A Litteken,900 Mater Dei Dr,Breese,62230 1077,618526-7216,9-12,108,54,15,3
Clinton,Non Pub Sch,13014004X,10,0,All Saints Academy,Robin Booth,295 N Clinton St,Breese,62230 1518,618526-4323,P-8,108,54,15,3
Clinton,Non Pub Sch,13014008X,6,0,Trinity Lutheran School,Mrs. Beth Boester,PO Box 200,Hoffman,62250 0200,618495-2246,P-8,108,54,15,3
Clinton,Non Pub Sch,13014011Y,6,0,Christ Our Rock Lutheran HS,Don W Duensing,9545 Shatuc Rd,Centralia,62801 5833,618226-3315,9-12,108,54,15,3
Jefferson,Non Pub Sch,13041002X,10,0,St Marys,Brett Heinzman,1416 Main St,Mount Vernon,62864 3729,618242-5353,K-8,115,58,12,3
Jefferson,Non Pub Sch,13041003Z,20,0,Mt Vernon Christian School,Tim Reynolds,817 Woodland Dr,Mount Vernon,62864 6145,618244-5404,"K,2-4,6-12",115,58,12,3
Jefferson,Non Pub Sch,13041006Z,14,0,Victory Christian Academy,Bonnie Payne,1719 Broadway St,Mount Vernon,62864 2929,618241-0427,"K-3,5-12",115,58,12,3
Marion,Non Pub Sch,13058002X,10,0,St Mary School,Mr. Jason Swann,424 E Broadway,Centralia,62801 3255,618532-3473,P-8,107,54,15,3
Marion,Non Pub Sch,13058004X,6,0,Trinity Lutheran School,Mrs. Pam Bierbaum,203 S Pleasant Ave,Centralia,62801 3657,618532-5434,K-8,107,54,15,3
Marion,Non Pub Sch,13058010X,10,0,St Theresa of Avila,Ms. Marcia Stinde,190 N Ohio Ave,Salem,62881 1316,618548-3492,P-8,107,54,15,3
Marion,Non Pub Sch,13058011X,26,0,New Horizon Christian School,Penny Sparks,12 Greenview Church Rd,Centralia,62801 6158,618533-6910,K-8,107,54,15,3
Washington,Non Pub Sch,13095001X,6,0,Immanuel Lutheran,Lynn C Lukomski,606 S Hanover St,Okawville,62271 2208,618243-6142,P-8,108,54,15,3
Washington,Non Pub Sch,13095006X,6,0,Trinity Lutheran,Mr. Brett Jones,PO Box 57,Hoyleton,62803 0057,618493-7754,P-8,108,54,15,3
Washington,Non Pub Sch,13095008X,10,0,St Ann Elementary School,Mr. Pierre Nic Antoine,675 S Mill St,Nashville,62263 1830,618327-8741,P-8,108,54,15,3
Washington,Non Pub Sch,13095009X,6,0,Trinity-St John Lutheran,Mrs. Amy Kurtz,680 W Walnut St,Nashville,62263 1158,618327-8561,P-8,108,54,15,3
Cook,Non Pub Sch,15016001Z,1,0,Harriet Jamison College Preparatory Academy,Dr. Harriet Jamison,1225 W 108th Pl,Chicago,60643 3702,773238-3551,P-12,27,14,1,3
Cook,Non Pub Sch,15016002X,1,0,Tots Express Learning Center/Express Academy,Roshonda Furlow,8950 S Cottage Grove Ave,Chicago,60619 6932,773723-8687,"P,K",34,17,1,3
Cook,Non Pub Sch,15016003Y,10,0,Leo High School,Mr. Shaka A Rawls,7901 S Sangamon St,Chicago,60620 2532,773224-9600,9-12,31,16,1,3
Cook,Non Pub Sch,15016004X,1,0,Catherine Cook School,Dr. Michael Roberts,226 W Schiller St,Chicago,60610 1808,312266-3381,P-8,12,6,5,3
Cook,Non Pub Sch,15016005Y,10,0,St Patrick High School,Joseph G Schmidt,5900 W Belmont Ave,Chicago,60634 5107,773282-8844,9-12,39,20,5,3
Cook,Non Pub Sch,15016007Y,14,0,Legacy Connections Vocational School,Mr. Leon Johnson,6360 S Minerva Ave Rm 1012,Chicago,60637 3638,773707-8229,9-12,26,13,1,3
Cook,Non Pub Sch,15016009Z,1,0,Stevens Academy of Life,Latoya Lenoir,8432 S King Dr,Chicago,60619 6034,773870-8533,P-12,27,14,1,3
Cook,Non Pub Sch,15016011X,1,0,Creme de la Creme,Andrew Saucedo,2230 N Dominick St,Chicago,60614 7801,773598-5462,P,11,6,5,3
Cook,Non Pub Sch,15016012Z,14,0,Pass It On Academy,Teresa Coleman,2914 W 63rd St,Chicago,60629 3165,773315-2777,P-12,1,1,7,3
Cook,Non Pub Sch,15016014X,1,0,Resourceful Center Academy of Scholars,Stefanie D Griffin,11361 S Forrestville Ave,Chicago,60628 5107,708629-5610,P-6,34,17,2,3
Cook,Non Pub Sch,15016015Z,14,0,Reaching Out Career Acad,Lafayette McGary,1950 S Saint Louis Ave,Chicago,60623 3119,708843-0206,P-12,9,5,7,3
Cook,Non Pub Sch,15016016Y,1,0,Latino Youth High School,Mr. James Joseph Hurlburt,2001 S California Ave,Chicago,60608 2486,773648-2130,10-12,9,5,4,3
Cook,Non Pub Sch,15016017Y,10,0,Brother Rice High School,James P Antos,10001 S Pulaski Rd,Chicago,60655 3356,773429-4300,9-12,36,18,3,3
Cook,Non Pub Sch,15016020Y,8,0,Lake View Academy,Deborah E Bayly,716 W Addison St,Chicago,60613 4416,773281-3065,,12,6,5,3
Cook,Non Pub Sch,15016023Z,11,0,Hinsdale Adventist Academy,Johanna Seralde,631 E Hickory St,Hinsdale,60521 2412,630323-9211,P-12,47,24,5,3
Cook,Non Pub Sch,15016024Y,10,0,De La Salle Institute,Diane L Brown,3455 S Wabash Ave,Chicago,60616,312842-7355,9-12,6,3,1,3
Cook,Non Pub Sch,15016025Z,23,0,Hajirah Education Program,Mohammed Muqeem,6400 N Artesian Ave,Chicago,60645 5302,773381-0600,K-12,16,8,9,3
Cook,Non Pub Sch,15016027X,1,0,Faulkner School,Toby J Jackson,1750 E 78th St,Chicago,60649 4514,773221-3578,P-6,5,3,1,3
Cook,Non Pub Sch,15016028Z,14,0,John Amos George College Preparatory,Dr. Kristee Davis,8736 S Blackstone Ave,Chicago,60619 7116,708955-8291,P-12,33,17,1,3
Cook,Non Pub Sch,15016029Z,14,0,Worship Academy College Preparatory,Henry Petty,1400 S Kolin Ave,Chicago,60623 1149,708955-5432,K-12,9,5,7,3
Cook,Non Pub Sch,15016031Y,10,0,DePaul College Prep,Dr. James Quaid,3633 N California Ave,Chicago,60618 4602,773539-3600,9-12,11,6,5,3
Cook,Non Pub Sch,15016032Y,10,0,Hales Franciscan High School,Mr. Anthony Daniels Halisi,4930 S Cottage Grove Ave,Chicago,60615 2616,773285-8400,9-12,26,13,1,3
Cook,Non Pub Sch,15016033Z,2,0,Liberty School of Christrian Educ,Pastor James C May,6207 S University Ave,Chicago,60637 2729,773643-0123,K-12,25,13,1,3
Cook,Non Pub Sch,15016035X,19,0,G & L Johnson Career Academy,Gloria Johnson,10648 S Michigan Ave,Chicago,60628 2708,773828-1385,P-6,28,14,2,3
Cook,Non Pub Sch,15016036X,1,0,Stepping Stones Early Childhood,Dr. Nelda Jones,1300 E 75th St,Chicago,60619 1420,773493-0000,"P,K",5,3,1,3
Cook,Non Pub Sch,15016037X,14,0,Chance after Chance College Preparatory,Belinda Martin,309 N Cicero Ave,Chicago,60644 2602,773287-8121,P-8,10,5,7,3
Cook,Non Pub Sch,15016038Y,10,0,Holy Trinity High School,Marianne Lynch,1443 W Division St,Chicago,60642 3324,773278-4212,9-12,10,5,7,3
Cook,Non Pub Sch,15016039X,1,0,Together in Love Academy,Willie F Richardson,10237 S State St,Chicago,60628,708715-5189,P-8,28,14,2,3
Cook,Non Pub Sch,15016040X,27,0,Robert T Walker Leadership Int,Pamela Walker,1808 W 99th St,Chicago,60643 1812,773233-7500,P-1,35,18,1,3
Cook,Non Pub Sch,15016041Z,14,0,Rehoboth Educational Academy,Olaitan Balogun,11705 S Michigan Ave,Chicago,60628 5646,708699-1694,P-12,29,15,2,3
Cook,Non Pub Sch,15016042Z,10,0,Josephinum Academy,Mary Rose Guerin,1501 N Oakley Blvd,Chicago,60622 1850,773276-1261,9-12,4,2,5,3
Cook,Non Pub Sch,15016043Z,1,0,University of Chicago Lab Schs,Mr. Charles Abelmann,1362 E 59th St,Chicago,60637 1793,773702-9450,P-12,25,13,1,3
Cook,Non Pub Sch,15016046Z,1,0,Poetic Praize Youth Academy,Melvin Blackmon,845 W 69th St,Chicago,60621 1709,773610-2960,K-12,32,16,1,3
Cook,Non Pub Sch,15016047Z,1,0,Greater Pleasant Valley College Preparatory,Robert Skinner Sr,910 E 83rd St,Chicago,60619 5404,773891-3104,P-12,33,17,1,3
Cook,Non Pub Sch,15016049Z,14,0,Mountain of Hope College Preparatory,Mary A Butler,8004 S May St,Chicago,60620 3004,773655-9981,P-12,34,16,1,3
Cook,Non Pub Sch,15016050Z,6,0,Luther North College Prep,Mr. Wayne K Wenzel,5700 W Berteau Ave,Chicago,60634 1717,773286-3600,9-12,19,10,5,3
Cook,Non Pub Sch,15016053Y,10,0,Maria High School,Margaret Hayes,6727 S California Ave,Chicago,60629 1816,773925-8686,10-12,6,3,1,3
Cook,Non Pub Sch,15016054X,10,0,Immaculate Conception,Catherine Sullivan,1431 N North Park Ave,Chicago,60610 1226,312944-0304,P-3,12,6,5,3
Cook,Non Pub Sch,15016055X,16,0,South Loop Montessori School,Mahdi Dadrass,47 W Polk St Ste G15,Chicago,60605 2768,312804-0702,P-1,6,3,7,3
Cook,Non Pub Sch,15016056Y,10,0,Marist High School,Larry Tucker,4200 W 115th St,Chicago,60655 4306,773881-5300,9-12,35,18,1,3
Cook,Non Pub Sch,15016057Z,1,0,Ambassadors of Tech and Performing Arts Acad,Mattie Johnson,7859 S Ashland Ave,Chicago,60620 4253,312498-5321,P-12,31,16,1,3
Cook,Non Pub Sch,15016058Y,1,0,The Shirley Deer Education and Technology Institute,Dennis Deer,3936 W Roosevelt Rd Fl 2,Chicago,60624 4389,773826-0398,9-10,9,5,7,3
Cook,Non Pub Sch,15016060Y,10,0,Mother Mcauley Liberal Arts H S,Ms. Eileen Boyce,3737 W 99th St,Chicago,60655 3133,773881-6500,9-12,36,18,3,3
Cook,Non Pub Sch,15016061Z,1,0,Morgan Park Academy,Mercedes Z Sheppard,2153 W 111th St,Chicago,60643 3917,773881-6700,P-12,27,14,1,3
Cook,Non Pub Sch,15016062X,10,0,Immaculate Conception,Sr. Katia Alcantar,8739 S Exchange Ave,Chicago,60617 3120,773375-4674,K-7,26,13,2,3
Cook,Non Pub Sch,15016064Z,14,0,Christ Light World Academy,Olapeju Hughes,2405 E 75th St,Chicago,60649 3715,312286-8553,"P,K,6,12",25,13,2,3
Cook,Non Pub Sch,15016065Y,10,0,Mt Carmel High School,Fr. Tony Mazurkiewicz,6410 S Dante Ave,Chicago,60637 3810,773324-1020,9-12,26,13,1,3
Cook,Non Pub Sch,15016066X,14,0,Chicago Friends School,Karen Carney,1246 W Thorndale Ave,Chicago,60660 3348,773442-2371,P-6,14,7,9,3
Cook,Non Pub Sch,15016069X,16,0,All Day Montessori,Quinn Mcavoy,1819 W 99th St,Chicago,60643 1811,773239-8248,"P,K",35,18,1,3
Cook,Non Pub Sch,15016071X,1,0,New Jerusalem Scholars Acad,Lawrence Skinner Sr,7123 S Halsted St,Chicago,60621 1727,773874-9950,"K,3,5-6",32,16,1,3
Cook,Non Pub Sch,15016072Z,1,0,Providence - St Mel School,Jeanette Butala,119 S Central Park Blvd,Chicago,60624 2941,773722-4600,K-12,10,5,7,3
Cook,Non Pub Sch,15016073Z,25,0,Beginners Enrichment Academy,Stephanie Ramsey,4258 W Iowa St,Chicago,60651 3521,773814-4103,P-8,10,5,7,3
Cook,Non Pub Sch,15016075S,19,0,South Central Comm Serv Inc,Geneva B Reynolds,1021 E 83rd St,Chicago,60619 5505,773483-0900,3-8,33,17,1,3
Cook,Non Pub Sch,15016076Z,1,0,Wisdom Learning Academy,Mr. Upendo Parker,12245 S Perry Ave,Chicago,60628 6826,708516-3618,P-12,29,15,2,3
Cook,Non Pub Sch,15016077Y,10,0,Resurrection High School,Maria Hawk,7500 W Talcott Ave,Chicago,60631 3705,773775-6616,9-12,20,10,9,3
Cook,Non Pub Sch,15016078Z,1,0,John Raymond Parker Life House Academy,Kirk L Gayton,900 N Waller Ave,Chicago,60651 2649,708834-8468,P-12,78,39,7,3
Cook,Non Pub Sch,15016079Y,1,0,Prologue,Mr. Baboucarr Ousman Joof,1135 N Cleaver St,Chicago,60642 4002,773935-9925,9-12,10,5,7,3
Cook,Non Pub Sch,15016080X,1,0,Excellence in Academic Achievement Academy,Kausar Rahmah,9612 S Charles St,Chicago,60643 1216,773443-0006,K-12,35,18,1,3
Cook,Non Pub Sch,15016082Y,1,0,Comm Christian Alternative Acad,Dr. Myra Sampson,1231 S Pulaski Rd,Chicago,60623 1234,773762-2272,U,9,5,7,3
Cook,Non Pub Sch,15016085Y,10,0,St Benedict High School,Ericka Mickelburgh,3900 N Leavitt St,Chicago,60618 3810,773539-0066,9-12,11,6,5,3
Cook,Non Pub Sch,15016086Y,10,0,Our Lady of Tepeyac High School,Ms. Sharee Onyezia,2228 S Whipple St,Chicago,60623 3425,773522-0023,9-12,21,11,4,3
Cook,Non Pub Sch,15016088Y,10,0,St Francis De Sales High School,Mr. John Kimec,10155 S Ewing Ave,Chicago,60617 6022,773731-7272,9-12,25,13,2,3
Cook,Non Pub Sch,15016089X,25,0,Enliven Christian Academy,Vivian L Harris,4503 W Harrison St,Chicago,60624 3004,773722-1273,K-2,10,5,7,3
Cook,Non Pub Sch,15016090X,14,0,St Sava Academy,Mr. Marko Bojovic,5701 N Redwood Dr,Chicago,60631 2933,773714-0299,P-8,20,10,9,3
Cook,Non Pub Sch,15016091X,25,0,Judah Foundational Comm Sch,Jeanette Williams,856 N Pulaski Rd,Chicago,60651 3608,773844-0194,P,10,5,7,3
