from_home_rcdts,from_home_school,from_serving_rcdts,from_serving_school,to_home_rcdts,to_home_school,to_home_district,to_serving_rcdts,to_serving_school,to_serving_district,student_id_no,school_year,enrollment_date,exit_date,exit_code,exit_desc
150162990252355,Monroe Elem School,150162990252355,Monroe Elem School,041012050252037,Swan Hillman Elem School,Rockford SD 205,041012050252037,Swan Hillman Elem School,Rockford SD 205,3341013,2011,09/13/10,01/06/11,1,Transfer to another public school district
150162990252487,Tilton Elem School,150162990252487,Tilton Elem School,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,1798561,2011,09/13/10,02/21/11,1,Transfer to another public school district
150162990252472,Stowe Elem School,150162990252472,Stowe Elem School,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2311470,2011,09/07/10,12/17/10,1,Transfer to another public school district
150162990252226,Gray Elem School,150162990252226,Gray Elem School,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2334318,2011,09/08/10,01/30/11,1,Transfer to another public school district
150162990252382,OKeeffe Elem School,150162990252382,OKeeffe Elem School,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2355081,2011,09/07/10,05/26/11,1,Transfer to another public school district
150162990252102,Burbank Elem School,150162990252102,Burbank Elem School,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2359630,2011,09/07/10,11/01/10,1,Transfer to another public school district
150162990252147,Crown Elem Comm Acd Fine Arts Ctr,150162990252147,Crown Elem Comm Acd Fine Arts Ctr,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2387166,2011,08/09/10,06/30/11,1,Transfer to another public school district
150162990252804,Metcalfe Elem Community Academy,150162990252804,Metcalfe Elem Community Academy,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2453117,2011,08/09/10,11/06/10,1,Transfer to another public school district
150162990252395,Parkside Elem Community Academy,150162990252395,Parkside Elem Community Academy,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2700414,2011,08/09/10,10/13/10,4,Transfer to Private School
150162990252928,Williams Multiplex Elem School,150162990252928,Williams Multiplex Elem School,041012050252066,Whitehead Elem School,Rockford SD 205,041012050252066,Whitehead Elem School,Rockford SD 205,2843418,2011,08/09/10,10/26/10,1,Transfer to another public school district
150162990252242,Hammond Elem School,150162990252242,Hammond Elem School,041012050252046,Wm Nashold Elem School,Rockford SD 205,041012050252046,Wm Nashold Elem School,Rockford SD 205,2398010,2011,08/09/10,02/16/11,1,Transfer to another public school district
150162990252216,Woods Elem Math & Science Academy,150162990252216,Woods Elem Math & Science Academy,041012050250001,Auburn High School,Rockford SD 205,310450125000233,,,1522615,2012,02/01/12,03/15/12,1,Transfer to another public school district
150162990250531,Dunbar Vocational Career Acad HS,150162990250531,Dunbar Vocational Career Acad HS,041012050250001,Auburn High School,Rockford SD 205,060160215000515,,,2276765,2012,07/01/11,09/05/11,4,Transfer to Private School
150162990252230,Gregory Math & Sci Elem Academy,150162990252230,Gregory Math & Sci Elem Academy,041012050251001,West Middle School,Rockford SD 205,060160215000514,,,2381796,2012,08/08/11,09/25/11,4,Transfer to Private School
150162990252927,,150162990252927,,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,2041558,2012,01/12/12,03/22/12,1,Transfer to another public school district
150162990252341,McCormick Elem School,150162990252341,McCormick Elem School,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,2630951,2012,08/08/11,06/15/12,1,Transfer to another public school district
150162990252844,Morton Elem Career Academy,150162990252844,Morton Elem Career Academy,041012050252027,Arthur Froberg Elem School,Rockford SD 205,041012050252027,Arthur Froberg Elem School,Rockford SD 205,3577536,2012,08/31/11,09/20/11,1,Transfer to another public school district
150162990252114,Calhoun North Elem School,150162990252114,Calhoun North Elem School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,1156590,2012,10/26/11,11/07/11,1,Transfer to another public school district
150162990250016,Harlan Community Academy HS,150162990250016,Harlan Community Academy HS,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,1532239,2012,02/23/12,05/10/12,1,Transfer to another public school district
150162990252369,Neil Elem School,150162990252369,Neil Elem School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,1534942,2012,09/20/11,04/08/12,1,Transfer to another public school district
150162990250012,Fenger Academy High School,150162990250012,Fenger Academy High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,1781811,2012,09/14/11,01/12/12,1,Transfer to another public school district
150162990252913,Fairfield Elem Academy,150162990252913,Fairfield Elem Academy,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2285416,2012,08/08/11,12/09/11,1,Transfer to another public school district
150162990252297,King Elem School,150162990252297,King Elem School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2325471,2012,08/26/11,10/24/11,1,Transfer to another public school district
150162990252346,McKay Elem School,150162990252346,McKay Elem School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2625005,2012,01/25/12,06/04/12,1,Transfer to another public school district
150162990250019,Hirsch Metropolitan High School,150162990250019,Hirsch Metropolitan High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2626802,2012,08/16/11,11/06/11,1,Transfer to another public school district
150162990252388,Overton Elem School,150162990252388,Overton Elem School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,3688984,2012,01/19/12,02/02/12,1,Transfer to another public school district
150162990252634,McNair Elem School,150162990252634,McNair Elem School,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,1528694,2012,08/10/11,05/01/12,1,Transfer to another public school district
150162990252401,Washington  H Elem School,150162990252401,Washington  H Elem School,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,1728684,2012,10/03/11,11/13/11,1,Transfer to another public school district
15016299025215C,,15016299025215C,,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,2382767,2012,08/22/11,12/21/11,1,Transfer to another public school district
150162990252714,Leland Elem School,150162990252714,Leland Elem School,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,3574004,2012,08/08/11,09/11/11,1,Transfer to another public school district
150162990252462,Spencer Technology Acad Elem Sch,150162990252462,Spencer Technology Acad Elem Sch,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,3936651,2012,09/23/11,11/07/11,1,Transfer to another public school district
150162990252703,Lee Elem School,150162990252703,Lee Elem School,041012050252019,Clifford P Carlson Elem School,Rockford SD 205,041012050252019,Clifford P Carlson Elem School,Rockford SD 205,3673099,2012,09/01/11,06/15/12,1,Transfer to another public school district
150162990252141,Coonley Elem School,150162990252141,Coonley Elem School,041012050252022,Conklin Elem School,Rockford SD 205,041012050252022,Conklin Elem School,Rockford SD 205,2645778,2012,09/06/11,01/08/12,1,Transfer to another public school district
150162990252247,Haugan Elem School,150162990252247,Haugan Elem School,041012050252022,Conklin Elem School,Rockford SD 205,041012050252022,Conklin Elem School,Rockford SD 205,2849283,2012,09/06/11,10/25/11,1,Transfer to another public school district
150162990252703,Lee Elem School,150162990252703,Lee Elem School,041012050251006,Eisenhower Middle School,Rockford SD 205,041012050251006,Eisenhower Middle School,Rockford SD 205,2433412,2012,08/08/11,06/15/12,1,Transfer to another public school district
150162990252472,Stowe Elem School,150162990252472,Stowe Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3217877,2012,09/08/11,01/19/12,1,Transfer to another public school district
150162990252437,Ashe Elem School,150162990252437,Ashe Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3246119,2012,11/22/11,02/26/12,1,Transfer to another public school district
150162990252090,Bradwell Comm Arts & Sci Elem Sch,150162990252090,Bradwell Comm Arts & Sci Elem Sch,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3248038,2012,09/06/11,12/15/11,1,Transfer to another public school district
150162990252090,Bradwell Comm Arts & Sci Elem Sch,150162990252090,Bradwell Comm Arts & Sci Elem Sch,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3460296,2012,09/06/11,12/15/11,1,Transfer to another public school district
150162990252724,Robinson Elem School,150162990252724,Robinson Elem School,041012050252024,Ellis Arts Academy,Rockford SD 205,041012050252024,Ellis Arts Academy,Rockford SD 205,3638638,2012,10/04/11,12/22/11,1,Transfer to another public school district
150162990252454,Sherwood Elem School,150162990252454,Sherwood Elem School,04101205025202C,Galapagos Rockford Charter Sch,Rockford SD 205,04101205025202C,Galapagos Rockford Charter Sch,Rockford SD 205,2672864,2012,08/22/11,03/19/12,1,Transfer to another public school district
150162990252395,Parkside Elem Community Academy,150162990252395,Parkside Elem Community Academy,04101205025202C,Galapagos Rockford Charter Sch,Rockford SD 205,04101205025202C,Galapagos Rockford Charter Sch,Rockford SD 205,2740353,2012,08/08/11,01/04/12,1,Transfer to another public school district
150162990252101,Budlong Elem School,150162990252101,Budlong Elem School,041012050252029,Gregory Elem School,Rockford SD 205,041012050252029,Gregory Elem School,Rockford SD 205,2672553,2012,09/06/11,02/06/12,1,Transfer to another public school district
150162990252101,Budlong Elem School,150162990252101,Budlong Elem School,041012050252029,Gregory Elem School,Rockford SD 205,041012050252029,Gregory Elem School,Rockford SD 205,2858337,2012,09/06/11,02/06/12,1,Transfer to another public school district
150162990252101,Budlong Elem School,150162990252101,Budlong Elem School,041012050252029,Gregory Elem School,Rockford SD 205,041012050252029,Gregory Elem School,Rockford SD 205,3598308,2012,08/31/11,02/06/12,1,Transfer to another public school district
150162990252605,Depriest Elem School,150162990252605,Depriest Elem School,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,2042195,2012,11/09/11,02/23/12,1,Transfer to another public school district
150162990252179,Dvorak Technology Acad Elem Sch,150162990252179,Dvorak Technology Acad Elem Sch,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,2270522,2012,09/06/11,12/22/11,1,Transfer to another public school district
15016299025005C,North Lawndale Charter HS,15016299025005C,North Lawndale Charter HS,041012050250003,Guilford High School,Rockford SD 205,041012050250003,Guilford High School,Rockford SD 205,2270533,2012,08/15/11,01/18/12,1,Transfer to another public school district
150162990252313,Libby Elem School,150162990252313,Libby Elem School,041012050252034,Haskell Academy,Rockford SD 205,041012050252034,Haskell Academy,Rockford SD 205,3727247,2012,08/08/11,06/21/12,1,Transfer to another public school district
150162990250022,Kelly High School,150162990250022,Kelly High School,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,2275445,2012,09/07/11,06/15/12,1,Transfer to another public school district
150162990250815,,150162990250815,,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,2291455,2012,07/01/11,08/29/11,1,Transfer to another public school district
150162990250022,Kelly High School,150162990250022,Kelly High School,041012050250004,Jefferson High School,Rockford SD 205,041012050250004,Jefferson High School,Rockford SD 205,3777353,2012,09/07/11,06/15/12,1,Transfer to another public school district
150162990252288,Jensen Elem Scholastic Academy,150162990252288,Jensen Elem Scholastic Academy,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,2652030,2012,11/23/11,04/09/12,11,"Moved, not known to be continuing"
150162990252150,Dawes Elem School,150162990252150,Dawes Elem School,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,2656256,2012,09/06/11,03/18/12,1,Transfer to another public school district
150162990252150,Dawes Elem School,150162990252150,Dawes Elem School,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,3339847,2012,11/10/11,03/18/12,1,Transfer to another public school district
150162990252341,McCormick Elem School,150162990252341,McCormick Elem School,041012050252047,John Nelson Elem School,Rockford SD 205,041012050252047,John Nelson Elem School,Rockford SD 205,3352781,2012,08/08/11,06/14/12,1,Transfer to another public school district
150162990252472,Stowe Elem School,150162990252472,Stowe Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,1534350,2012,09/08/11,01/19/12,1,Transfer to another public school district
150162990252437,Ashe Elem School,150162990252437,Ashe Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,2306098,2012,11/22/11,02/26/12,1,Transfer to another public school district
15016299025227C,,15016299025227C,,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,2359860,2012,08/25/11,09/11/11,11,"Moved, not known to be continuing"
150162990252437,Ashe Elem School,150162990252437,Ashe Elem School,041012050251010,Kennedy Middle School,Rockford SD 205,041012050251010,Kennedy Middle School,Rockford SD 205,2408327,2012,11/22/11,02/26/12,1,Transfer to another public school district
150162990252385,Piccolo Elem Specialty School,150162990252385,Piccolo Elem Specialty School,041012050252080,King Elementary School,Rockford SD 205,041012050252080,King Elementary School,Rockford SD 205,3281205,2012,09/20/11,02/22/12,1,Transfer to another public school district
150162990252210,Fulton Elem School,150162990252210,Fulton Elem School,041012050252040,Kishwaukee Elem School,Rockford SD 205,041012050252040,Kishwaukee Elem School,Rockford SD 205,2685466,2012,11/14/11,02/02/12,1,Transfer to another public school district
150162990252927,,150162990252927,,041012050252040,Kishwaukee Elem School,Rockford SD 205,041012050252040,Kishwaukee Elem School,Rockford SD 205,2927004,2012,01/12/12,03/22/12,1,Transfer to another public school district
150162990252454,Sherwood Elem School,150162990252454,Sherwood Elem School,041012050252040,Kishwaukee Elem School,Rockford SD 205,041012050252040,Kishwaukee Elem School,Rockford SD 205,3593433,2012,07/01/11,10/16/11,1,Transfer to another public school district
150162990252353,Mitchell Elem School,150162990252353,Mitchell Elem School,041012050252084,Lewis Lemon Elementary,Rockford SD 205,041012050252084,Lewis Lemon Elementary,Rockford SD 205,2915599,2012,09/14/11,10/02/11,1,Transfer to another public school district
150162990252439,Songhai Elem Learning Institute,150162990252439,Songhai Elem Learning Institute,041012050252084,Lewis Lemon Elementary,Rockford SD 205,041012050252084,Lewis Lemon Elementary,Rockford SD 205,3358472,2012,08/10/11,10/14/11,11,"Moved, not known to be continuing"
150162990252321,Lowell Elem School,150162990252321,Lowell Elem School,041012050252039,Maud E Johnson Elem School,Rockford SD 205,041012050252039,Maud E Johnson Elem School,Rockford SD 205,2040844,2012,08/08/11,02/26/12,1,Transfer to another public school district
150162990252321,Lowell Elem School,150162990252321,Lowell Elem School,041012050252039,Maud E Johnson Elem School,Rockford SD 205,041012050252039,Maud E Johnson Elem School,Rockford SD 205,2926160,2012,08/08/11,02/26/12,1,Transfer to another public school district
150162990252309,Lawndale Elem Community Academy,150162990252309,Lawndale Elem Community Academy,041012050252043,McIntosh Elementary,Rockford SD 205,041012050252043,McIntosh Elementary,Rockford SD 205,2845733,2012,08/08/11,02/16/12,1,Transfer to another public school district
150162990252309,Lawndale Elem Community Academy,150162990252309,Lawndale Elem Community Academy,041012050252043,McIntosh Elementary,Rockford SD 205,041012050252043,McIntosh Elementary,Rockford SD 205,2852981,2012,08/08/11,02/16/12,1,Transfer to another public school district
150162990250860,South Shore Intl Col Prep HS,150162990250860,South Shore Intl Col Prep HS,041012050250003,Guilford High School,Rockford SD 205,040000000009301,Reg'l Learning Academy Star Winn,,1530342,2012,07/29/11,08/23/11,1,Transfer to another public school district
150162990252618,Foster Park Elem School,150162990252618,Foster Park Elem School,041012050252051,Riverdahl Elem School,Rockford SD 205,041012050252051,Riverdahl Elem School,Rockford SD 205,3686586,2012,01/31/12,04/19/12,1,Transfer to another public school district
150162990250036,Schurz High School,150162990250036,Schurz High School,041012050250002,Rockford East High School,Rockford SD 205,041012050250002,Rockford East High School,Rockford SD 205,2321913,2012,07/01/11,01/17/12,1,Transfer to another public school district
150162990250617,Curie Metropolitan High School,150162990250617,Curie Metropolitan High School,041012050250002,Rockford East High School,Rockford SD 205,041012050250002,Rockford East High School,Rockford SD 205,2409122,2012,09/06/11,09/23/11,1,Transfer to another public school district
150162990252236,Gillespie Elem School,150162990252236,Gillespie Elem School,041012050250002,Rockford East High School,Rockford SD 205,041012050250002,Rockford East High School,Rockford SD 205,444275,2012,03/19/12,06/04/12,1,Transfer to another public school district
150162990252399,Peirce Elem Intl Studies School,150162990252399,Peirce Elem Intl Studies School,041012050252086,Rockford Envrnmntl Science Acad,Rockford SD 205,041012050252086,Rockford Envrnmntl Science Acad,Rockford SD 205,2075685,2012,08/29/11,04/29/12,1,Transfer to another public school district
150162990252893,Finkl Elem School,150162990252893,Finkl Elem School,041012050252086,Rockford Envrnmntl Science Acad,Rockford SD 205,041012050252086,Rockford Envrnmntl Science Acad,Rockford SD 205,2362562,2012,08/17/11,06/15/12,1,Transfer to another public school district
150162990252313,Libby Elem School,150162990252313,Libby Elem School,041012050252086,Rockford Envrnmntl Science Acad,Rockford SD 205,041012050252086,Rockford Envrnmntl Science Acad,Rockford SD 205,2396884,2012,08/08/11,06/21/12,1,Transfer to another public school district
150162990252191,Esmond Elem School,150162990252191,Esmond Elem School,041012050252086,Rockford Envrnmntl Science Acad,Rockford SD 205,041012050252086,Rockford Envrnmntl Science Acad,Rockford SD 205,2743927,2012,08/08/11,04/19/12,1,Transfer to another public school district
150162990252368,Nash Elem School,150162990252142,Cooper Elem Dual Language Academy,041012050252054,Rolling Green,Rockford SD 205,041012050252054,Rolling Green,Rockford SD 205,3055133,2012,11/03/11,12/11/11,1,Transfer to another public school district
150162990252067,Barry Elem School,150162990252067,Barry Elem School,041012050252037,Swan Hillman Elem School,Rockford SD 205,041012050252037,Swan Hillman Elem School,Rockford SD 205,2451242,2012,09/02/11,03/26/12,1,Transfer to another public school district
150162990252231,Gresham Elem School,150162990252231,Gresham Elem School,041012050252037,Swan Hillman Elem School,Rockford SD 205,041012050252037,Swan Hillman Elem School,Rockford SD 205,2663519,2012,09/06/11,12/05/11,1,Transfer to another public school district
150162990252605,Depriest Elem School,150162990252605,Depriest Elem School,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2042196,2012,11/09/11,02/23/12,1,Transfer to another public school district
150162990252472,Stowe Elem School,150162990252472,Stowe Elem School,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2382994,2012,09/06/11,06/15/12,1,Transfer to another public school district
15016299025204C,Univ of Chicago Charter Schools,15016299025204C,Univ of Chicago Charter Schools,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2383097,2012,08/08/11,10/13/11,4,Transfer to Private School
150162990252230,Gregory Math & Sci Elem Academy,150162990252230,Gregory Math & Sci Elem Academy,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2388432,2012,08/08/11,03/21/12,1,Transfer to another public school district
150162990252230,Gregory Math & Sci Elem Academy,150162990252230,Gregory Math & Sci Elem Academy,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2395273,2012,08/08/11,03/21/12,1,Transfer to another public school district
150162990252472,Stowe Elem School,150162990252472,Stowe Elem School,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2628962,2012,09/06/11,06/15/12,1,Transfer to another public school district
150162990252395,Parkside Elem Community Academy,150162990252395,Parkside Elem Community Academy,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2700414,2012,08/08/11,01/03/12,1,Transfer to another public school district
150162990252509,West Pullman Elem School,150162990252509,West Pullman Elem School,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,2734394,2012,01/23/12,06/14/12,1,Transfer to another public school district
150162990252913,Fairfield Elem Academy,150162990252913,Fairfield Elem Academy,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,3047493,2012,08/09/11,05/24/12,1,Transfer to another public school district
150162990252382,OKeeffe Elem School,150162990252382,OKeeffe Elem School,041012050251001,West Middle School,Rockford SD 205,041012050251001,West Middle School,Rockford SD 205,3435925,2012,09/21/11,11/28/11,1,Transfer to another public school district
150162990252257,Hefferan Elem School,150162990252257,Hefferan Elem School,041012050252064,West View Elem School,Rockford SD 205,041012050252064,West View Elem School,Rockford SD 205,3234605,2012,08/23/11,04/25/12,1,Transfer to another public school district
150162990252096,Bright Elem School,150162990253075,Jefferson Alt High School,041012050251001,West Middle School,Rockford SD 205,060160215000515,,,2402438,2013,02/13/13,05/13/13,20,Transfer to another public school district IN Illinois
150162990250012,Fenger Academy High School,150160017000026,Beacon Therapeutic-Cal Park,041012050250001,Auburn High School,Rockford SD 205,060160215000515,,,2614771,2013,07/12/12,02/07/13,20,Transfer to another public school district IN Illinois
150162990252267,King Academy of Social Justice,150162990252267,King Academy of Social Justice,041012050251001,West Middle School,Rockford SD 205,060160215000515,,,2651744,2013,08/13/12,01/06/13,20,Transfer to another public school district IN Illinois
150162990252804,Metcalfe Elem Community Academy,150162990252804,Metcalfe Elem Community Academy,041012050252059,A C Thompson Elem School,Rockford SD 205,041012050252059,A C Thompson Elem School,Rockford SD 205,2647364,2013,08/13/12,04/02/13,20,Transfer to another public school district IN Illinois
150162990252804,Metcalfe Elem Community Academy,150162990252804,Metcalfe Elem Community Academy,041012050252059,A C Thompson Elem School,Rockford SD 205,041012050252059,A C Thompson Elem School,Rockford SD 205,2739941,2013,08/13/12,04/02/13,20,Transfer to another public school district IN Illinois
150162990252804,Metcalfe Elem Community Academy,150162990252804,Metcalfe Elem Community Academy,041012050252059,A C Thompson Elem School,Rockford SD 205,041012050252059,A C Thompson Elem School,Rockford SD 205,3362142,2013,08/24/12,04/02/13,20,Transfer to another public school district IN Illinois
150162990252100,Bouchet Elem Math & Science Acad,150162990252100,Bouchet Elem Math & Science Acad,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,2389211,2013,09/04/12,02/21/13,20,Transfer to another public school district IN Illinois
150162990252357,Morrill Elem Math & Sci School,150162990252357,Morrill Elem Math & Sci School,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,2685466,2013,08/14/12,04/30/13,20,Transfer to another public school district IN Illinois
150162990252452,Mireles Elem Academy,150162990252452,Mireles Elem Academy,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,2731659,2013,08/13/12,12/05/12,20,Transfer to another public school district IN Illinois
150162990252059,Armstrong G Elem IntL Studies,150162990252059,Armstrong G Elem IntL Studies,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,041012050251009,Abraham Lincoln Middle School,Rockford SD 205,3720367,2013,09/04/12,06/30/13,11,"Moved, not known to be continuing"
150162990250834,Bronzeville Scholastic HS,150162990250834,Bronzeville Scholastic HS,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2246476,2013,09/04/12,02/06/13,20,Transfer to another public school district IN Illinois
15016299025006C,Noble Street Charter Schools,15016299025006C,Noble Street Charter Schools,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2266013,2013,08/20/12,03/05/13,20,Transfer to another public school district IN Illinois
150162990250824,Bowen High School,150162990250824,Bowen High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2271290,2013,01/07/13,01/13/13,20,Transfer to another public school district IN Illinois
150162990250840,,150162990250840,,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2304490,2013,07/01/12,10/11/12,20,Transfer to another public school district IN Illinois
150162990250041,Steinmetz College Prep HS,150162990250041,Steinmetz College Prep HS,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2325471,2013,09/04/12,01/31/13,4,Transfer to Private School
150162990250843,Team Englewood Comm Acad HS,150162990250843,Team Englewood Comm Acad HS,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2327910,2013,08/22/12,02/07/13,20,Transfer to another public school district IN Illinois
150162990252525,Young Elem School,150162990252525,Young Elem School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2352861,2013,11/15/12,06/30/13,11,"Moved, not known to be continuing"
15016299025227C,,15016299025227C,,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2623282,2013,08/27/12,02/03/13,20,Transfer to another public school district IN Illinois
150162990250015,Gage Park High School,150162990253075,Jefferson Alt High School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2625005,2013,01/28/13,02/20/13,20,Transfer to another public school district IN Illinois
150162990252122,Carroll Elem School,150162990252122,Carroll Elem School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,2700321,2013,01/15/13,06/30/13,11,"Moved, not known to be continuing"
150162990252394,Park Manor Elem School,150162990252394,Park Manor Elem School,041012050250001,Auburn High School,Rockford SD 205,041012050250001,Auburn High School,Rockford SD 205,3912407,2013,11/15/12,06/30/13,11,"Moved, not known to be continuing"
150162990252460,Smyth  J Elem School,150162990252460,Smyth  J Elem School,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,2100916,2013,02/05/13,04/17/13,20,Transfer to another public school district IN Illinois
150162990252470,Stockton Elem School,150162990252470,Stockton Elem School,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,2328212,2013,09/04/12,02/28/13,20,Transfer to another public school district IN Illinois
15016299025201C,Chicago International Charter,15016299025201C,Chicago International Charter,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,2399648,2013,08/20/12,06/17/13,20,Transfer to another public school district IN Illinois
150162990252316,Lloyd Elem School,150162990252316,Lloyd Elem School,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,2449754,2013,08/22/12,06/30/13,11,"Moved, not known to be continuing"
150162990252152,Delano Elem School,150162990252152,Delano Elem School,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,041012050251008,Bernard W Flinn Middle School,Rockford SD 205,2692016,2013,08/13/12,12/17/12,20,Transfer to another public school district IN Illinois
150162990252605,Depriest Elem School,150162990252605,Depriest Elem School,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,2680610,2013,09/26/12,05/19/13,20,Transfer to another public school district IN Illinois
150162990252313,Libby Elem School,150162990252313,Libby Elem School,041012050252016,Beyer Elem School,Rockford SD 205,041012050252016,Beyer Elem School,Rockford SD 205,2683171,2013,11/27/12,06/30/13,11,"Moved, not known to be continuing"
